X,Y,Price,Square_Feet,Address,Date_Sold
-112.476596,34.526482,"$329,900","1,004","918 Old Stage Rd, Prescott, AZ 86303",11/16/2022
-112.324859,34.604004,"$330,000","1,492","8001 E Loos Dr, Prescott Valley, AZ 86314",12/29/2022
-112.319765,34.595612,"$330,000","1,256","8310 E Gary Ct, Prescott Valley, AZ 86314",12/23/2022
-112.488772,34.547246,"$330,000","970","341 Manzanita St, Prescott, AZ 86305",11/4/2022
-112.865967,34.183685,"$330,000","1,536","23380 W Gold Dollar Ln, Congress, AZ 85332",1/5/2023
-111.777652,34.517567,"$330,000","1,390","3525 S Chino Dr, Camp Verde, AZ 86322",1/3/2023
-112.02218,34.727591,"$330,000","1,194","603 Silver Springs Cir, Cottonwood, AZ 86326",10/25/2022
-111.982823,34.700593,"$330,000","1,352","2171 S Roundup Trl, Cottonwood, AZ 86326",8/18/2022
-112.028704,34.7147,"$330,000","1,310","50 E Rancho Vista Way, Cottonwood, AZ 86326",10/31/2022
-112.373597,34.569742,"$330,000","1,104","1789 N Emerald Dr, Prescott, AZ 86301",9/21/2022
-111.784127,34.518544,"$330,000","1,516","3460 S Stillwater Dr, Camp Verde, AZ 86322",8/26/2022
-112.007163,34.720113,"$330,000","1,337","1797 E Arroyo Seco, Cottonwood, AZ 86326",10/13/2022
-112.854098,34.168186,"$330,000","1,409","26340 S Nora Ln, Congress, AZ 85332",10/14/2022
-112.482787,34.921604,"$330,000","1,896","25820 N Poppy Dr, Paulden, AZ 86334",12/20/2022
-111.814598,34.476662,"$330,000","1,820","6365 S Desert Dawn Rd, Camp Verde, AZ 86322",10/21/2022
-112.233302,34.5035,"$330,000","1,273","2689 S Old Black Canyon Hwy, Humboldt, AZ 86329",9/14/2022
-112.007151,34.720101,"$330,000","1,337","1797 E Arroyo Seco #92, Cottonwood, AZ 86326",10/13/2022
-112.369637,34.57177,"$330,500","1,504","5498 E Sapphire Dr, Prescott, AZ 86301",12/29/2022
-112.320225,34.594315,"$331,900","1,631","8305 E Lee Ct, Prescott Valley, AZ 86314",11/14/2022
-112.470053,34.57509,"$332,000","1,328","413 Stewart Cir, Prescott, AZ 86301",11/9/2022
-112.008734,34.721858,"$332,000","1,330","1735 Pinon Dr, Cottonwood, AZ 86326",10/6/2022
-111.862332,34.562714,"$332,500","1,460","473 S Azure Dr, Camp Verde, AZ 86322",12/2/2022
-112.317967,34.622947,"$332,650","1,484","5529 N Long Rifle Rd, Prescott Valley, AZ 86314",9/2/2022
-112.312431,34.611255,"$334,000","1,405","8691 E Hopi Dr, Prescott Valley, AZ 86314",11/2/2022
-112.322423,34.592926,"$335,000","1,224","8154 E Nancy Rd, Prescott Valley, AZ 86314",12/1/2022
-112.474176,34.526446,"$335,000","1,476","908 Forest Hylands Rd, Prescott, AZ 86303",10/7/2022
-112.024023,34.724809,"$335,000","1,976","806 S 5th St, Cottonwood, AZ 86326",9/12/2022
-111.982501,34.702977,"$335,000","1,356","4043 E Sabino Trl, Cottonwood, AZ 86326",9/29/2022
-112.033501,34.717447,"$335,000","1,394","1219 S Pioneer Dr, Cottonwood, AZ 86326",9/13/2022
-111.985351,34.697147,"$335,000","1,241","2370 S Puma Cir, Cottonwood, AZ 86326",8/24/2022
-112.009337,34.720599,"$335,000","1,360","1030 16th Pl, Cottonwood, AZ 86326",10/20/2022
-111.778089,34.628055,"$336,000","1,570","4195 E Valley Ln, Rimrock, AZ 86335",10/19/2022
-112.266507,34.550746,"$336,200","2,288","11424 E Concho Cyn, Dewey, AZ 86327",12/13/2022
-112.382231,34.560606,"$337,000","1,568","1191 N Nancy Dr, Prescott, AZ 86301",11/17/2022
-112.439216,34.596119,"$337,250","1,270","1824 Sarafina Dr, Prescott, AZ 86301",1/3/2023
-112.007908,34.731886,"$338,000","1,776","412 S 17th St, Cottonwood, AZ 86326",12/5/2022
-111.776928,34.633479,"$338,500","1,296","4250 E Dakota Way, Rimrock, AZ 86335",11/17/2022
-112.109775,34.319348,"$339,000","1,206","20091 E Ocotillo Dr, Mayer, AZ 86333",10/24/2022
-112.109775,34.319348,"$339,000","1,206","20091 E Ocotillo Dr LOT 2034, Mayer, AZ 86333",10/24/2022
-112.25985,34.554573,"$339,500","1,496","10775 E Stirrup High Dr W, Dewey, AZ 86327",11/10/2022
-112.35918,34.591044,"$339,900","1,206","6060 E Parapet Cir, Prescott Valley, AZ 86314",1/19/2023
-112.269115,34.553166,"$339,900","1,620","743 N Navajo Dr, Dewey, AZ 86327",9/7/2022
-111.975048,34.702618,"$339,900","1,050","4734 E Diablo Dr, Cottonwood, AZ 86326",9/8/2022
-112.319504,34.607742,"$340,000","1,646","4501 N Phillip Dr, Prescott Valley, AZ 86314",10/6/2022
-112.35735,34.586463,"$340,000","1,206","2960 N Prescott East Hwy, Prescott Valley, AZ 86314",10/26/2022
-112.317455,34.624072,"$340,000","1,232","5601 N Robert Rd, Prescott Valley, AZ 86314",11/7/2022
-112.332357,34.629466,"$340,000","1,288","6020 N Little Papoose Dr, Prescott Valley, AZ 86314",1/24/2023
-112.443652,34.480636,"$340,000","1,322","4108 S Peter Mackin Dr, Prescott, AZ 86303",10/14/2022
-112.010633,34.709246,"$340,000","1,551","1666 E Sierra Dr, Cottonwood, AZ 86326",12/12/2022
-112.025956,34.714399,"$340,000","1,360","1380 S Viejo Dr, Cottonwood, AZ 86326",10/3/2022
-111.779515,34.51825,"$340,000","2,003","4241 E Creek View Dr, Camp Verde, AZ 86322",10/4/2022
-112.760113,34.215952,"$340,000","1,323","17352 W Foothill Rd, Yarnell, AZ 85362",1/6/2023
-112.274331,34.5578,"$341,000","1,416","10933 E Roundup Dr, Dewey, AZ 86327",1/12/2023
-112.009422,34.719542,"$341,550","1,376","1120 S 16th Pl, Cottonwood, AZ 86326",10/14/2022
-112.480856,34.543477,"$343,000","838","118 Brush St, Prescott, AZ 86305",9/15/2022
-112.013311,34.722318,"$343,700","1,260","1305 E Crestview Dr, Cottonwood, AZ 86326",1/25/2023
-112.354803,34.586327,"$345,000","1,194","2953 N Date Creek Dr, Prescott Valley, AZ 86314",10/25/2022
-112.051154,34.774426,"$345,000","986","504 Third North St, Clarkdale, AZ 86324",11/16/2022
-111.775536,34.629343,"$345,000","1,656","4145 N Antigua Way, Rimrock, AZ 86335",10/11/2022
-111.979147,34.716843,"$345,000","2,047","1250 S Thompson Rd, Cottonwood, AZ 86326",11/23/2022
-111.977517,34.704905,"$345,000","1,492","4506 E Silver Leaf Trl, Cottonwood, AZ 86326",11/16/2022
-112.051154,34.774426,"$345,000","986","504 N 3rd St, Clarkdale, AZ 86324",11/16/2022
-112.319317,34.61854,"$349,000","1,408","5230 N Stetson Dr, Prescott Valley, AZ 86314",11/18/2022
-112.309698,34.625454,"$349,000","1,181","5752 N Pawnee Dr, Prescott Valley, AZ 86314",9/23/2022
-112.464326,34.537552,"$349,000","1,425","309 S Pleasant St, Prescott, AZ 86303",8/31/2022
-112.01224,34.721562,"$349,000","1,231","1395 E Ridgeview Dr, Cottonwood, AZ 86326",9/30/2022
-112.057627,34.76589,"$349,000","1,853","622 King Copper Rd, Clarkdale, AZ 86324",1/4/2023
-112.445607,34.544328,"$349,600","738","1410 E Butterfield Rd, Prescott, AZ 86303",8/23/2022
-112.331984,34.600787,"$349,900","1,200","7580 E Long Look Dr, Prescott Valley, AZ 86314",11/30/2022
-112.107428,34.299867,"$349,900","1,347","20241 E Fremont Dr, Mayer, AZ 86333",9/29/2022
-112.504915,34.64132,"$350,000","1,292","2325 W Single Tree St, Prescott, AZ 86305",12/15/2022
-112.32221,34.58929,"$350,000","1,748","8201 E Barbara Rd, Prescott Valley, AZ 86314",12/14/2022
-112.320994,34.617602,"$350,000","1,268","5160 N Robert Rd, Prescott Valley, AZ 86314",11/19/2022
-112.322763,34.615907,"$350,000","1,512","5030 N Long Rifle Rd, Prescott Valley, AZ 86314",12/15/2022
-112.324347,34.622462,"$350,000","1,749","5501 N Ramada Ln, Prescott Valley, AZ 86314",10/28/2022
-112.311587,34.617189,"$350,000","1,251","5100 N Verde Ln, Prescott Valley, AZ 86314",9/1/2022
-112.367176,34.571716,"$350,000","1,077","1973 Vine Rd, Prescott Valley, AZ 86314",1/27/2023
-112.415072,34.610543,"$350,000","1,250","4771 N Granite Gardens Dr, Prescott, AZ 86301",9/14/2022
-112.477271,34.524041,"$350,000","1,929","952 Buck Hill Rd, Prescott, AZ 86303",9/2/2022
-112.496261,34.541199,"$350,000","1,097","1604 Elwood Ln, Prescott, AZ 86305",10/6/2022
-112.471763,34.549853,"$350,000","1,157","531 1st St, Prescott, AZ 86301",12/28/2022
-112.465148,34.572857,"$350,000","1,380","359 Dogwood Ln, Prescott, AZ 86301",10/17/2022
-112.056533,34.753637,"$350,000","1,406","1301 Lanny Ave, Clarkdale, AZ 86324",9/20/2022
-111.982268,34.70335,"$350,000","1,600","4085 E Sabino Trl, Cottonwood, AZ 86326",10/26/2022
-112.034574,34.719805,"$350,000","1,236","1044 S Tonapah Way, Cottonwood, AZ 86326",8/30/2022
-111.910865,34.744435,"$350,000","1,432","10555 E Quail Run Rd, Cornville, AZ 86325",2/8/2023
-112.119851,34.316038,"$350,000","1,352","19532 E Palo Verde Dr, Mayer, AZ 86333",10/9/2022
-112.013288,34.721974,"$350,000","1,113","1300 E Ridgeview Dr, Cottonwood, AZ 86326",9/15/2022
-112.434315,34.737728,"$350,000","1,499","1789 E Road 1 S, Chino Valley, AZ 86323",9/30/2022
-112.475667,34.870904,"$350,000","1,516","22475 N Docs Rd, Paulden, AZ 86334",8/29/2022
-112.179119,34.563364,"$350,000","2,552","1300 N Rabbit Ridge Rd, Dewey, AZ 86327",10/14/2022
-112.251173,34.517261,"$350,000","981","12259 Prescott Dells Ranch Rd, Dewey, AZ 86327",9/30/2022
-112.423597,34.757668,"$350,000","1,334","2231 Constellation Dr, Chino Valley, AZ 86323",12/21/2022
-112.441187,34.755166,"$350,000","1,115","1306 Bannon Pl, Chino Valley, AZ 86323",10/13/2022
-112.424501,34.757351,"$350,000","1,353","2134 E Sirus Dr, Chino Valley, AZ 86323",1/11/2023
-112.424498,34.756937,"$350,000","1,353","2137 E Sirus Dr, Chino Valley, AZ 86323",11/14/2022
-112.424218,34.756627,"$350,000","1,103","2174 Touchstone Dr, Chino Valley, AZ 86323",11/1/2022
-112.853695,34.156718,"$350,000","1,786","22620 W Hylton Way, Congress, AZ 85332",1/21/2023
-112.382138,34.571963,"$350,000","1,304","4776 E Amber Rd, Prescott, AZ 86301",10/24/2022
-112.310795,34.59483,"$350,000","1,315","3579 N Catherine Dr, Prescott Valley, AZ 86314",2/8/2023
-112.494313,34.622617,"$350,000","1,540","5600 N Williamson Valley Rd, Prescott, AZ 86305",1/6/2023
-112.2959,34.611886,"$350,000","1,680","9660 E Rimrock Dr UNIT 20, Prescott Valley, AZ 86314",8/30/2022
-112.325371,34.591704,"$352,000","1,394","3348 N Victor Rd, Prescott Valley, AZ 86314",11/16/2022
-112.011098,34.716883,"$353,000","1,631","1265 S Cavalry Cir, Cottonwood, AZ 86326",12/19/2022
-112.325977,34.608472,"$354,000","1,520","7939 E Marigold Ln, Prescott Valley, AZ 86314",11/16/2022
-112.319597,34.596304,"$354,000","1,320","8312 E Lakeshore Dr, Prescott Valley, AZ 86314",8/25/2022
-112.319716,34.605518,"$355,000","1,443","4356 N Sauter Dr E, Prescott Valley, AZ 86314",9/15/2022
-112.355033,34.582851,"$355,000","1,574","2750 N Cedar Springs Ln, Prescott Valley, AZ 86314",12/19/2022
-112.322344,34.620095,"$355,000","1,040","5336 N Western Blvd, Prescott Valley, AZ 86314",9/9/2022
-112.33231,34.600807,"$355,000","1,501","7560 E Long Look Dr, Prescott Valley, AZ 86314",9/29/2022
-112.369095,34.570836,"$355,000","1,350","1940 N Baker St, Prescott Valley, AZ 86314",9/26/2022
-112.507385,34.567869,"$355,000","1,251","1589 Sierry Peaks Dr, Prescott, AZ 86305",10/5/2022
-111.792371,34.629545,"$355,000","1,356","4140 N Elm Dr, Rimrock, AZ 86335",10/19/2022
-112.441649,34.75412,"$355,000","1,285","594 Allerton Way, Chino Valley, AZ 86323",9/27/2022
-112.480508,34.53007,"$355,000","1,705","625 Tiburon Dr, Prescott, AZ 86303",1/31/2023
-112.355033,34.582851,"$355,000","1,574","2750 N Cedar Springs Ln UNIT 1, Prescott Valley, AZ 86314",12/19/2022
-112.50738,34.567874,"$355,000","1,251","1589 Sierry Peaks Dr UNIT 1, Prescott, AZ 86305",10/5/2022
-112.319716,34.605518,"$355,000","1,443","4356 N Sauter Dr, Prescott Valley, AZ 86314",9/15/2022
-111.977238,34.702656,"$357,000","1,188","4533 E Del Rio Dr, Cottonwood, AZ 86326",9/6/2022
-111.764689,34.637772,"$357,000","1,624","4725 N Johnson Dr, Rimrock, AZ 86335",12/23/2022
-112.679851,35.262781,"$357,500","2,278","49728 N Yucca Trl, Ash Fork, AZ 86320",9/30/2022
-112.308853,34.598995,"$358,000","1,424","3860 N Constance Dr, Prescott Valley, AZ 86314",10/5/2022
-111.985714,34.701137,"$359,000","1,050","3780 E Del Rio Dr, Cottonwood, AZ 86326",1/20/2023
-112.490359,34.542184,"$359,500","1,338","228 Creekside Cir #6B, Prescott, AZ 86303",1/27/2023
-112.309538,34.599384,"$360,000","1,315","3900 N Catherine Dr, Prescott Valley, AZ 86314",12/8/2022
-112.329074,34.601901,"$360,000","1,672","7750 E Loos Dr, Prescott Valley, AZ 86314",12/16/2022
-112.213556,34.50525,"$360,000","2,496","14360 E Bradshaw Rd, Dewey, AZ 86327",9/26/2022
-112.294494,34.607259,"$360,000","1,898","4480 N Cypress Cir, Prescott Valley, AZ 86314",11/21/2022
-111.850221,34.568607,"$360,000","1,475","250 E Cliff House Dr, Camp Verde, AZ 86322",1/18/2023
-112.325651,34.685518,"$360,000","1,509","7910 E Lily Canyon Dr, Prescott Valley, AZ 86315",10/25/2022
-112.379644,34.56943,"$360,000","1,789","4898 E Diamond Ct, Prescott, AZ 86301",8/19/2022
-111.782902,34.628335,"$360,000","1,647","3900 E Montezuma Ave, Rimrock, AZ 86335",10/3/2022
-112.328371,34.653206,"$360,000","1,286","7754 E Painted Wagon Path, Prescott Valley, AZ 86315",12/5/2022
-111.973092,34.729164,"$360,000","1,709","645 S La Mirada Dr, Cornville, AZ 86325",1/30/2023
-112.530387,34.73562,"$360,000","716","4595 W Babycakes Way, Prescott, AZ 86305",10/31/2022
-112.322112,34.620304,"$360,000","1,116","5348 N Western Blvd, Prescott Valley, AZ 86314",9/29/2022
-112.749872,34.278037,"$360,400","1,606","18610 S Peeples Valley Rd, Peeples Valley, AZ 86332",10/14/2022
-112.320179,34.611307,"$361,000","1,425","4884 N Arnold Dr, Prescott Valley, AZ 86314",10/20/2022
-112.315126,34.623205,"$362,500","1,373","5551 N Roadrunner Dr, Prescott Valley, AZ 86314",11/9/2022
-112.298481,34.602693,"$362,500","1,444","9521 E Glencove Cir, Prescott Valley, AZ 86314",1/31/2023
-111.765495,34.637737,"$362,590","2,168","4710 N Nachez Dr, Rimrock, AZ 86335",1/30/2023
-112.323881,34.591086,"$363,000","1,441","8101 E Barbara Rd, Prescott Valley, AZ 86314",10/5/2022
-112.379181,34.459424,"$363,000","1,392","5970 S Old Walker Rd, Prescott, AZ 86303",11/4/2022
-112.470892,34.57292,"$363,000","1,282","424 Douglas Ave, Prescott, AZ 86301",9/13/2022
-111.766819,34.651835,"$363,000","1,566","4780 E Goss Dr, Rimrock, AZ 86335",1/20/2023
-112.470193,34.57248,"$364,000","1,200","1875 Sycamore Dr, Prescott, AZ 86301",1/2/2023
-112.45924,34.770179,"$364,000","1,736","1652 Antelope Dr, Chino Valley, AZ 86323",11/22/2022
-112.320045,34.606523,"$365,000","1,458","4425 N Phillip Dr, Prescott Valley, AZ 86314",12/21/2022
-112.308793,34.614562,"$365,000","1,222","8901 E Manley Dr, Prescott Valley, AZ 86314",11/30/2022
-112.323955,34.62089,"$365,000","1,602","5384 N Wickiup Rd, Prescott Valley, AZ 86314",9/16/2022
-112.320602,34.624741,"$365,000","1,423","8200 E Dust Devil Dr, Prescott Valley, AZ 86314",9/30/2022
-112.340366,34.634127,"$365,000","1,215","7075 E Addis Ave, Prescott Valley, AZ 86314",10/13/2022
-112.434944,34.7714,"$365,000","1,113","1736 E Perkinsville Rd, Chino Valley, AZ 86323",8/26/2022
-112.262316,34.556152,"$365,000","1,691","929 N Latigo Ln, Dewey, AZ 86327",11/3/2022
-112.269721,34.554654,"$365,000","1,628","11227 E Turquoise Cir, Dewey, AZ 86327",11/14/2022
-112.296918,34.605789,"$365,000","1,416","4393 N Plainsman Way, Prescott Valley, AZ 86314",10/3/2022
-112.006418,34.705544,"$365,000","1,920","1887 S Hill Top Dr, Cottonwood, AZ 86326",1/25/2023
-111.898492,34.733567,"$365,000","2,088","345 S El Rancho Bonito Rd, Cornville, AZ 86325",12/30/2022
-112.163001,34.351055,"$365,000","1,779","17091 E Spring Valley Rd, Mayer, AZ 86333",10/17/2022
-112.370776,34.57145,"$365,000","1,308","5455 E Sapphire Dr, Prescott, AZ 86301",8/19/2022
-111.768514,34.651677,"$365,000","1,642","4660 E Cathy Way, Rimrock, AZ 86335",10/11/2022
-111.7691,34.641528,"$365,000","1,305","4950 N Dandy Dude Dr, Rimrock, AZ 86335",9/7/2022
-112.568936,34.539211,"$365,500","1,101","6021 W Dearing Rd, Prescott, AZ 86305",10/20/2022
-112.313426,34.611722,"$365,500","1,383","8643 E Rustler Dr, Prescott Valley, AZ 86314",2/10/2023
-112.387403,34.563694,"$365,541","2,299","4977 Dahlia Ct, Prescott, AZ 86301",10/6/2022
-112.296233,34.610226,"$366,000","1,240","9601 E Lakeshore Dr, Prescott Valley, AZ 86314",12/9/2022
-112.054374,34.767438,"$368,226","1,341","341 Laughing Hill Dr, Clarkdale, AZ 86324",1/17/2023
-112.356755,34.617234,"$368,305","1,547","6156 Oliver Ave, Prescott Valley, AZ 86314",8/31/2022
-112.519983,34.819186,"$369,000","1,150","3987 W Cedar Heights Rd, Chino Valley, AZ 86323",1/17/2023
-112.324114,34.592767,"$370,000","1,312","8069 E Prescott Rd, Prescott Valley, AZ 86314",9/8/2022
-112.493382,34.472847,"$370,000","1,166","1626 W Pine Cone Way, Prescott, AZ 86303",12/12/2022
-111.793186,34.526271,"$370,000","2,394","3495 E Mesquite Trl, Camp Verde, AZ 86322",9/23/2022
-112.003157,34.703942,"$370,000","1,974","2182 E Arrowhead Ln, Cottonwood, AZ 86326",12/12/2022
-112.550926,34.921444,"$370,000","1,560","4500 W Robbie Ln, Paulden, AZ 86334",9/12/2022
-112.0138,34.712788,"$370,000","1,400","1210 E Hombre Dr, Cottonwood, AZ 86326",2/1/2023
-111.864754,34.563372,"$370,000","1,381","592 W Saddle Creek Dr, Camp Verde, AZ 86322",11/2/2022
-112.378412,34.570133,"$370,000","1,349","1851 N Lapis Dr, Prescott, AZ 86301",1/9/2023
-111.767009,34.6511,"$370,000","1,620","5610 N Barbara Ln, Rimrock, AZ 86335",10/11/2022
-112.045611,34.744273,"$370,000","1,197","129 Stonecrest Dr, Clarkdale, AZ 86324",10/19/2022
-112.324117,34.592747,"$370,000","1,312","8069 E Prescott Rd #1, Prescott Valley, AZ 86314",9/8/2022
-111.868107,34.55986,"$370,800","1,381","790 W Six Gun Dr, Camp Verde, AZ 86322",11/18/2022
-112.317967,34.620565,"$372,500","1,225","5374 N Robert Rd, Prescott Valley, AZ 86314",12/15/2022
-112.319997,34.594049,"$373,000","1,356","3524 N Lynn Dr, Prescott Valley, AZ 86314",11/2/2022
-112.494639,34.574528,"$373,000","1,399","1926 White Cloud Ln, Prescott, AZ 86305",1/8/2023
-112.262316,34.561825,"$373,000","1,771","11640 E Manzanita Trl, Dewey, AZ 86327",9/2/2022
-111.976818,34.698543,"$374,000","1,648","4517 E Verde View Dr, Cottonwood, AZ 86326",12/15/2022
-112.312006,34.596569,"$374,000","1,417","3701 N Taylor Dr, Prescott Valley, AZ 86314",2/9/2023
-112.32416,34.613544,"$375,000","1,682","8030 E Jacque Dr, Prescott Valley, AZ 86314",10/19/2022
-112.342695,34.596101,"$375,000","1,542","3724 N Pine View Dr, Prescott Valley, AZ 86314",1/31/2023
-112.313599,34.592557,"$375,000","1,298","3417 N Needles Dr, Prescott Valley, AZ 86314",1/13/2023
-112.333288,34.612613,"$375,000","1,460","7500 E Paseo Dulce, Prescott Valley, AZ 86314",2/6/2023
-112.368039,34.570895,"$375,000","1,389","1920 N Mulberry, Prescott Valley, AZ 86314",10/20/2022
-112.477929,34.540412,"$375,000","658","604 Coronado Ave, Prescott, AZ 86303",10/31/2022
-112.268974,34.561095,"$375,000","1,710","1280 N Buena Vis W, Dewey, AZ 86327",12/6/2022
-112.048626,34.743558,"$375,000","1,252","2000 Old Jerome Hwy, Clarkdale, AZ 86324",12/22/2022
-111.975421,34.692354,"$375,000","1,276","2601 S Rio Verde Dr, Cottonwood, AZ 86326",9/9/2022
-112.026632,34.724479,"$375,000","1,527","807 S Tigres Trl, Cottonwood, AZ 86326",12/30/2022
-112.207967,34.499732,"$375,000","1,568","14623 E Lazy River Dr, Dewey, AZ 86327",8/19/2022
-112.423023,34.758336,"$375,000","1,311","875 Saturn Dr, Chino Valley, AZ 86323",10/7/2022
-112.440063,34.752173,"$375,000","1,838","413 Galloway Dr, Chino Valley, AZ 86323",8/18/2022
-112.383442,34.568467,"$375,000","1,263","1720 N Topaz Rd, Prescott, AZ 86301",10/14/2022
-112.46431,34.536232,"$375,000","909","349 S Pleasant St, Prescott, AZ 86303",12/29/2022
-112.333268,34.612615,"$375,000","1,460","7500 E Paseo Dulce LOT 8050, Prescott Valley, AZ 86314",2/6/2023
-112.444617,34.599579,"$378,000","1,202","1475 Willow Lake Rd, Prescott, AZ 86301",12/30/2022
-112.117151,34.315793,"$378,000","1,419","19666 E Chaparral Dr, Mayer, AZ 86333",10/9/2022
-112.444617,34.599579,"$378,000","1,202","1475 Willow Lake Rd LOT 61, Prescott, AZ 86301",12/30/2022
-112.436178,34.762207,"$379,900","1,701","1141 El Rancho Rd, Chino Valley, AZ 86323",9/30/2022
-112.31827,34.606028,"$379,900","1,348","4375 N Preston Dr, Prescott Valley, AZ 86314",1/27/2023
-112.434765,34.64461,"$380,000","1,176","5 Bear Dr, Prescott, AZ 86305",8/22/2022
-112.381237,34.571229,"$380,000","1,200","1978 N Crystal Dr, Prescott, AZ 86301",9/21/2022
-112.322609,34.594535,"$380,000","1,752","8142 E Gale Rd, Prescott Valley, AZ 86314",10/20/2022
-112.312698,34.593932,"$380,000","1,360","3516 N Navajo Dr, Prescott Valley, AZ 86314",9/22/2022
-112.311468,34.619749,"$380,000","1,428","5293 N Hondo Dr, Prescott Valley, AZ 86314",10/7/2022
-112.332112,34.63257,"$380,000","1,286","6260 N Viewpoint Dr, Prescott Valley, AZ 86314",11/9/2022
-112.326186,34.614531,"$380,000","1,901","7925 E Manley Dr, Prescott Valley, AZ 86314",12/19/2022
